id_contract,TARGET
1293,0.022692516360888218
1962,0.966318488915638
6350,0.07869227954601563
14567,0.031025637830688662
9267,0.034591870660904245
5620,0.09602410530025549
10710,0.8784472761444205
2125,0.050760971380608186
5305,0.027340940612714165
16879,0.064364181769579
11458,0.029348041421726187
13990,0.04095436227236323
16815,0.02043900467671335
3975,0.030651967073514714
12437,0.07602487624671281
17470,0.9545425585776597
4414,0.32728503564124295
8778,0.0671362387821093
2274,0.015874604156598995
16398,0.12419955943759962
16048,0.9545425585776597
4004,0.026363537154080335
15976,0.6073687665306
13775,0.10840354879342033
12616,0.08483412044747
9846,0.0051681874369701696
7420,0.48723017441382577
13101,0.03007022315089094
12824,0.12204723729671262
5034,0.9882913548291251
712,0.020997030335402823
5443,0.08938828479985683
3269,0.06010458817931316
16687,0.033104162428777444
4107,0.07762081990126306
11901,0.08711739146891075
14933,0.03067681666727506
2872,0.01732812940586714
3532,0.029761401089929272
154,0.7910034365269333
16606,0.9299348368670126
4217,0.9761761941708738
15579,0.9545425585776597
1853,0.026662382914987723
13509,0.036036390010258205
5724,0.22845154203761942
15106,0.08639964863235397
2795,0.07481096475536032
228,0.01953995425380915
17663,0.11370467760812134
2431,0.055105005511084826
3070,0.07714194642024359
4874,0.49820505000237203
13763,0.10822880741599165
8647,0.375357270860268
10410,0.7468847283267334
10180,0.961190808563717
9131,0.013890448922005801
7351,0.06198182036244385
3228,0.04142930704133541
5052,0.20414411628243448
5697,0.045650002247974136
7305,0.9307906592029018
4942,0.9708634047989573
4820,0.034830724186986406
17613,0.13773807416102535
14760,0.8295189056286948
13207,0.06628934181401312
14617,0.7299572513733544
4070,0.2072796570029158
4358,0.029163144370507602
11379,0.019295420396800593
16637,0.10056174053178601
16129,0.19276258309475364
13919,0.19057510713812525
8430,0.38641935003385336
4910,0.06205164392529589
4051,0.049595660484380466
11656,0.7127230791644469
15924,0.8175481956807521
16319,0.11404012980531529
6113,0.08399705920481104
8164,0.0752216710304395
912,0.03411098187496749
16176,0.040638247836263366
14929,0.6684152763410304
13195,0.4610606049981522
17080,0.14150794557546348
11531,0.04832798508701145
14649,0.13965994338737808
4738,0.9708634047989573
16819,0.42866662290839336
8472,0.9759574596918951
5824,0.019286508603579194
6412,0.7569462574887073
1859,0.02617582280249203
15810,0.8175481956807521
13765,0.8152835733600172
6640,0.19384604353270568
10705,0.9766341670945932
7044,0.9307906592029018
1729,0.16805980794661715
13805,0.09105587594986997
13644,0.017760677752932736
3231,0.07198535659479555
16089,0.06527853986239247
3271,0.06599506070976321
9572,0.07614808375382916
3815,0.03664736866746933
6154,0.05580547224127466
17822,0.9485170650905178
737,0.6234486216153622
812,0.7324738550841973
7687,0.9730740435428995
12170,0.9456329747492891
8030,0.2366293295764069
2276,0.008817754044345216
16722,0.058809738478901245
4477,0.5395667568614363
4185,0.01179334031272629
8383,0.04955179049530202
9971,0.30657141952059164
3613,0.018654541959238793
3526,0.8777785594498768
2622,0.05394042494679142
5426,0.22707563347681847
12161,0.06316387908960555
2070,0.11298579294682513
4786,0.9708634047989573
1429,0.029604425134280046
1645,0.16915176186556358
11432,0.11366722847819577
15617,0.05716062312259179
12828,0.05876975458448571
8860,0.10269679075713843
10599,0.3431015547348019
3892,0.11588347134159967
6271,0.9049609866651822
2594,0.05453638245208838
16302,0.09641104946419322
2703,0.22955986048599122
6942,0.735791365663484
16766,0.1806153266040948
2980,0.7496477175312182
3811,0.6399384346636074
10365,0.9722971546243188
994,0.045249408660561645
16778,0.009991994758484163
13741,0.05199636508425235
3611,0.04287678038700229
8702,0.03786167440323738
12001,0.14722912337521066
9333,0.7022193839668681
9077,0.19566258061608682
14135,0.035391853686708476
17774,0.12229711868671421
3249,0.08860324106623675
4288,0.7160733916772056
8971,0.10276676430815712
5735,0.10967407031535222
7464,0.04871717834743348
8494,0.07360521354521492
14260,0.044676341987211425
8055,0.9887096717795135
13695,0.9643827158071464
6726,0.2588763297110384
5,0.04075855974067963
2656,0.018041447083890508
13751,0.16500604963883866
9358,0.9600851192662121
8905,0.012525687021685664
1566,0.0223311526589964
2582,0.9545425585776597
16292,0.10279172351689063
4839,0.40495573824659464
1410,0.10812035470903107
12559,0.233634057351944
7843,0.2029886091753295
12105,0.2225295221297933
5331,0.9049609866651822
2218,0.017948130062458562
1248,0.053361698707731345
9733,0.08511457152511115
16256,0.15838538295901491
23,0.01849544456204894
4068,0.13995767372225992
8226,0.08015670467062631
10452,0.7431224128107725
6151,0.062026838548943426
1391,0.011790159999190699
